,Days,Index
1170,1732,10985.169921875
1171,1735,11279.6298828125
1172,1736,11281.830078125
1173,1737,11385.3798828125
1174,1738,11354.58984375
1175,1739,11349.349609375
1176,1743,11201.8095703125
1177,1744,11195.990234375
1178,1745,11034.2900390625
1179,1746,10982.9501953125
1180,1749,10965.6201171875
1181,1750,11064.8603515625
1182,1751,10882.1796875
1183,1752,10789.23046875
1184,1753,10857.1298828125
1185,1756,10659.150390625
1186,1757,10672.4599609375
1187,1758,10691.9501953125
1188,1759,10853.1201171875
1189,1760,10771.419921875
1190,1763,10734.7099609375
1191,1764,10887.8095703125
1192,1766,10946.26953125
1193,1767,11061.76953125
1194,1770,10983.830078125
1195,1771,10964.8701171875
1196,1772,10994.9599609375
1197,1773,10846.919921875
1198,1774,11019.98046875
1199,1777,11227.5703125
1200,1778,11161.75
1201,1779,11131.2900390625
1202,1780,11082.419921875
1203,1781,11082.83984375
1204,1784,10849.3896484375
1205,1786,10872.330078125
1206,1787,10900.33984375
1207,1788,10833.75
1208,1791,10977.8896484375
1209,1792,10899.25
1210,1793,10784.25
1211,1794,10973.0703125
1212,1795,11074.8896484375
1213,1798,10981.9599609375
1214,1799,10873.6298828125
1215,1800,10941.3701171875
1216,1801,10776.6298828125
1217,1802,10756.7998046875
1218,1805,10789.25
1219,1806,10915.580078125
1220,1807,10956.4599609375
1221,1808,10924.3701171875
1222,1809,11078.3203125
1223,1812,11103.419921875
1224,1813,11125.919921875
1225,1814,11209.4404296875
1226,1816,11365.48046875
1227,1819,11362.349609375
1228,1820,11424.1298828125
1229,1821,11381.5595703125
1230,1822,11488.759765625
1231,1827,11517.75
1232,1828,11437.51953125
1233,1829,11492.259765625
1234,1830,11433.240234375
1235,1834,11539.990234375
1236,1835,11453.3896484375
1237,1836,11358.2197265625
1238,1837,11438.3896484375
1239,1840,11487.099609375
1240,1841,11423.259765625
1241,1842,11405.33984375
1242,1843,11284.76953125
1243,1844,11238.3701171875
1244,1847,11289.490234375
1245,1848,11276.91015625
1246,1849,11376.5703125
1247,1850,11341.3095703125
1248,1851,11320.580078125
1249,1854,11387.58984375
1250,1855,11384.400390625
1251,1856,11407.1396484375
1252,1857,11389.349609375
1253,1858,11360.400390625
1254,1861,11499.8603515625
1255,1862,11490.4296875
1256,1863,11473.349609375
1257,1864,11553.5595703125
1258,1868,11632.2001953125
1259,1869,11646.490234375
1260,1870,11601.6796875
1261,1871,11582.7197265625
1262,1872,11660.1201171875
1263,1875,11651.01953125
1264,1876,11597.7099609375
1265,1877,11500.1796875
1266,1878,11531.150390625
1267,1879,11658.25
1268,1882,11740.599609375
1269,1883,11780.5302734375
1270,1884,11813.7099609375
1271,1885,11856.4599609375
1272,1886,11873.0498046875
1273,1889,11925.3603515625
1274,1890,11886.91015625
1275,1891,11966.6904296875
1276,1892,11864.91015625
1277,1893,11923.8896484375
1278,1896,11850.25
1279,1897,11821.08984375
1280,1898,11873.1796875
1281,1899,11775.5
1282,1900,11879.8095703125
1283,1904,11841.9697265625
1284,1905,11739.1201171875
1285,1906,11745.9697265625
1286,1907,11761.099609375
1287,1910,11792.2998046875
1288,1911,11599.8203125
1289,1912,11565.8798828125
1290,1913,11668.9501953125
1291,1914,11723.6298828125
1292,1917,11667.5400390625
1293,1918,11774.3095703125
1294,1919,11827.16015625
1295,1920,11810.990234375
1296,1921,11874.75
1297,1924,11745.6396484375
1298,1925,11670.2998046875
1299,1926,11637.51953125
1300,1927,11563.169921875
1301,1928,11370.6904296875
1302,1931,10938.4404296875
1303,1932,11065.8603515625
1304,1933,11088.580078125
1305,1934,10984.3896484375
1306,1935,11045.9501953125
1307,1938,11073.76953125
1308,1939,11035.830078125
1309,1940,11005.419921875
1310,1941,11008.900390625
1311,1945,11002.1103515625
1312,1949,11192.169921875
1313,1952,11171.3203125
1314,1953,11159.4599609375
1315,1954,11120.7001953125
1316,1955,11077.9404296875
1317,1956,11049.1103515625
1318,1959,10947.2197265625
1319,1960,10825.3896484375
1320,1961,10835.41015625
1321,1962,11077.16015625
1322,1963,11037.2900390625
1323,1966,11158.650390625
1324,1967,11133.650390625
1325,1968,11014.4296875
1326,1969,11027.9404296875
1327,1970,11192.330078125
1328,1973,11266.330078125
1329,1974,11276.58984375
1330,1975,11329.669921875
1331,1976,11280.0498046875
1332,1977,11300.0498046875
1333,1980,11270.6201171875
1334,1981,11217.4501953125
1335,1982,11281.0302734375
1336,1983,11160.8798828125
1337,1984,11304.23046875
1338,1987,11311.509765625
1339,1988,11335.919921875
1340,1989,11415.8798828125
1341,1990,11416.3798828125
1342,1991,11514.0302734375
1343,1994,11483.349609375
1344,1995,11488.740234375
1345,1996,11547.2802734375
1346,1997,11576.75
1347,1998,11537.0302734375
1348,2001,11414.2802734375
1349,2002,11513.830078125
1350,2003,11577.4404296875
1351,2004,11584.009765625
1352,2005,11630.1298828125
1353,2008,11651.5498046875
1354,2009,11616.7001953125
1355,2010,11603.5302734375
1356,2011,11590.1396484375
1357,2012,11565.990234375
1358,2015,11674.7900390625
1359,2016,11692.1396484375
1360,2017,11659.83984375
1361,2018,11764.259765625
1362,2019,11758.6796875
1363,2023,11764.83984375
1364,2024,11789.349609375
1365,2025,11786.73046875
1366,2026,11695.0498046875
1367,2029,11762.650390625
1368,2030,11737.9599609375
1369,2031,11835.080078125
1370,2032,11858.3095703125
1371,2033,11899.599609375
1372,2036,11946.919921875
1373,2037,11940.2001953125
1374,2038,11981.7998046875
1375,2039,11883.3095703125
1376,2040,11766.48046875
1377,2043,11778.98046875
1378,2044,11900.3203125
1379,2045,12098.080078125
1380,2046,12263.3203125
1381,2047,12261.6796875
1382,2050,12256.5498046875
1383,2051,12315.669921875
1384,2052,12273.1201171875
1385,2053,12307.3701171875
1386,2054,12291.73046875
1387,2057,12452.509765625
1388,2058,12472.9296875
1389,2059,12502.259765625
1390,2060,12405.16015625
1391,2061,12439.48046875
1392,2064,12309.830078125
1393,2065,12453.1396484375
1394,2066,12413.599609375
1395,2067,12506.9697265625
1396,2068,12600.0
1397,2071,12634.8798828125
1398,2072,12599.4296875
1399,2073,12607.58984375
1400,2074,12533.8896484375
1401,2075,12692.0400390625
1402,2078,12896.4296875
1403,2079,12901.9501953125
1404,2080,12834.25
1405,2081,12986.7802734375
1406,2082,12958.6796875
1407,2086,13148.5703125
1408,2087,13196.5703125
1409,2088,13159.3603515625
1410,2092,13392.6298828125
1411,2093,13310.0400390625
1412,2094,13435.91015625
1413,2095,13617.240234375
1414,2096,13574.2998046875
1415,2099,13525.2802734375
1416,2100,13738.83984375
1417,2101,13689.8896484375
1418,2102,13359.509765625
1419,2103,13227.740234375
1420,2107,13556.7099609375
1421,2108,13463.740234375
1422,2109,13449.240234375
1423,2110,13420.5400390625
1424,2113,13400.2900390625
1425,2114,13352.240234375
1426,2115,13129.490234375
1427,2116,13190.4599609375
1428,2117,13199.9501953125
1429,2120,13106.1796875
1430,2121,13280.6201171875
1431,2122,13395.01953125
1432,2123,13417.080078125
1433,2124,13346.5400390625
1434,2127,13606.5
1435,2128,13867.8603515625
1436,2129,13894.7802734375
1437,2131,14075.9599609375
1438,2134,14061.599609375
1439,2135,14036.73046875
1440,2136,14072.2001953125
1441,2137,14080.8798828125
1442,2138,14155.0595703125
1443,2141,14116.0400390625
1444,2142,14091.76953125
1445,2143,14170.8701171875
1446,2144,14411.7900390625
1447,2145,14623.1201171875
1448,2148,14680.4296875
1449,2149,14708.3203125
1450,2151,14742.580078125
1451,2152,14784.2900390625
1452,2155,14986.9404296875
1453,2156,14927.7001953125
1454,2157,14872.150390625
1455,2158,15130.5
1456,2159,15421.599609375
1457,2162,15551.3095703125
1458,2163,15423.3798828125
1459,2164,15484.66015625
1460,2165,15183.3603515625
1461,2166,15404.0498046875
1462,2169,15738.7001953125
1463,2170,15778.8603515625
1464,2171,15464.580078125
1465,2172,15254.4404296875
1466,2173,15173.0703125
1467,2176,15391.48046875
1468,2177,15641.259765625
1469,2178,15957.5703125
1470,2179,15941.3701171875
1471,2183,16107.669921875
1472,2184,15969.400390625
1473,2185,16194.6103515625
1474,2186,16344.2001953125
1475,2187,16111.4296875
1476,2192,16361.5400390625
1477,2193,16425.369140625
1478,2194,16428.2109375
1479,2198,16124.349609375
1480,2199,16363.58984375
1481,2200,16445.189453125
1482,2201,16454.94921875
1483,2204,16268.0302734375
1484,2205,15805.9501953125
1485,2206,15341.1796875
1486,2207,15696.2802734375
1487,2208,15696.6904296875
1488,2211,15360.650390625
1489,2212,15648.8896484375
1490,2213,15651.0
1491,2214,15891.01953125
1492,2215,16460.6796875
1493,2218,16551.23046875
1494,2219,16649.8203125
1495,2220,16480.08984375
1496,2221,16710.55078125
1497,2222,16659.640625
1498,2225,16747.759765625
1499,2226,16720.990234375
1500,2227,16272.6796875
1501,2228,16439.669921875
1502,2229,16257.830078125
1503,2232,15877.66015625
1504,2233,16184.8701171875
1505,2234,15932.830078125
1506,2235,16043.669921875
1507,2236,15713.4501953125
1508,2239,15437.9296875
1509,2240,15894.9404296875
1510,2241,15781.7802734375
1511,2242,16096.099609375
1512,2243,16101.91015625
1513,2246,16192.9501953125
1514,2247,16205.4296875
1515,2248,15964.4599609375
1516,2249,15909.759765625
1517,2250,15663.33984375
1518,2253,15901.16015625
1519,2254,15726.01953125
1520,2255,15627.490234375
1521,2256,16036.91015625
1522,2257,16115.6298828125
1523,2260,16361.509765625
1524,2261,16238.3603515625
1525,2262,16319.0400390625
1526,2263,16096.2099609375
1527,2264,16339.73046875
1528,2267,16624.80078125
1529,2269,16495.48046875
1530,2270,16489.369140625
1531,2271,16560.869140625
1532,2274,16650.099609375
1533,2275,16690.240234375
1534,2276,16938.41015625
1535,2277,17045.33984375
1536,2278,17059.66015625
1537,2281,17333.310546875
1538,2282,17292.91015625
1539,2283,17243.98046875
1540,2284,17489.330078125
1541,2285,17563.369140625
1542,2288,17456.580078125
1543,2289,17418.130859375
1544,2290,17162.55078125
1545,2291,17199.150390625
1546,2292,17233.8203125
1547,2295,17000.359375
1548,2296,17232.859375
1549,2297,17350.119140625
1550,2298,17317.529296875
1551,2299,17403.9609375
1552,2302,16914.400390625
1553,2303,16970.2890625
1554,2304,17055.9296875
1555,2305,17114.5390625
1556,2306,16906.23046875
1557,2309,16925.7109375
1558,2310,17153.76953125
1559,2316,17291.669921875
1560,2317,17190.91015625
1561,2318,16951.9296875
1562,2319,16862.140625
1563,2320,16601.779296875
1564,2323,16486.91015625
1565,2324,16158.419921875
1566,2325,16307.669921875
1567,2326,16087.1796875
1568,2327,16155.4501953125
1569,2330,15857.8701171875
1570,2331,15599.2001953125
1571,2332,15907.2001953125
1572,2333,15693.75
1573,2334,15970.759765625
1574,2337,15915.6796875
1575,2338,15859.4501953125
1576,2339,15467.330078125
1577,2340,15503.740234375
1578,2341,15789.3095703125
1579,2344,15668.3095703125
1580,2345,15384.8603515625
1581,2346,15096.009765625
1582,2347,14633.0302734375
1583,2348,14750.83984375
1584,2351,14833.009765625
1585,2352,14218.599609375
1586,2353,14309.5595703125
1587,2354,14470.759765625
1588,2355,14879.33984375
1589,2358,14860.349609375
1590,2359,14648.41015625
1591,2360,14644.259765625
1592,2361,15135.6904296875
1593,2362,15124.0400390625
1594,2365,15152.400390625
1595,2366,15171.8095703125
1596,2367,14886.1103515625
1597,2368,15121.150390625
1598,2369,15505.1796875
1599,2372,15571.6201171875
1600,2373,15638.5
1601,2374,15523.9404296875
1602,2375,15321.400390625
1603,2376,15307.6103515625
1604,2379,15552.8095703125
1605,2380,15473.8203125
1606,2381,15249.3203125
1607,2382,15097.9501953125
1608,2383,14845.240234375
1609,2387,14437.240234375
1610,2388,14500.259765625
1611,2389,14946.83984375
1612,2390,14821.259765625
1613,2393,14794.5
1614,2394,15005.240234375
1615,2395,14884.0703125
1616,2396,15179.7802734375
1617,2397,15342.8701171875
1618,2400,15456.8095703125
1619,2401,15440.91015625
1620,2402,15464.2900390625
1621,2403,15470.3701171875
1622,2404,15499.1796875
1623,2407,15154.0595703125
1624,2408,15464.66015625
1625,2409,15656.58984375
1626,2410,15630.91015625
1627,2411,15565.01953125
1628,2414,15857.1103515625
1629,2415,15816.1904296875
1630,2416,16071.3603515625
1631,2417,16020.83984375
1632,2418,16105.98046875
1633,2421,15969.0400390625
1634,2422,16181.169921875
1635,2423,16163.0302734375
1636,2424,15960.6201171875
1637,2425,15938.66015625
1638,2428,15762.58984375
1639,2429,15890.5595703125
1640,2430,15872.01953125
1641,2431,16140.759765625
1642,2432,16134.25
1643,2435,16358.0703125
1644,2436,16385.9609375
1645,2437,16284.08984375
1646,2438,16012.41015625
1647,2439,16080.4599609375
1648,2442,15794.3798828125
1649,2443,15719.33984375
1650,2444,15750.0498046875
1651,2445,15942.3896484375
1652,2446,15866.9296875
1653,2450,15874.2802734375
1654,2451,15718.669921875
1655,2452,15834.23046875
1656,2453,15634.669921875
1657,2456,15633.8095703125
1658,2457,15557.4501953125
1659,2458,15947.8701171875
1660,2459,16024.849609375
1661,2460,16127.580078125
1662,2463,16254.2900390625
1663,2464,16242.08984375
1664,2465,16082.5498046875
1665,2466,16449.330078125
1666,2467,16436.060546875
1667,2471,16477.25
1668,2472,16400.5703125
1669,2473,16368.8095703125
1670,2474,16536.5390625
1671,2477,16692.759765625
1672,2478,16611.58984375
1673,2479,16653.0
1674,2480,16551.359375
1675,2481,16651.630859375
1676,2484,16788.8203125
1677,2485,16780.470703125
1678,2486,16699.30078125
1679,2487,16811.599609375
1680,2488,16669.0703125
1681,2491,16351.849609375
1682,2492,16399.390625
1683,2493,16375.259765625
1684,2494,16350.01953125
1685,2498,16364.759765625
1686,2499,16393.41015625
1687,2500,16215.740234375
1688,2501,16198.5703125
1689,2502,16112.4296875
1690,2505,16022.490234375
1691,2506,16289.5498046875
1692,2507,16243.4697265625
1693,2508,16163.8701171875
1694,2509,16091.73046875
1695,2512,15725.9404296875
1696,2513,15734.1396484375
1697,2514,15914.23046875
1698,2516,15734.599609375
1699,2519,15885.3798828125
1700,2520,15855.259765625
1701,2521,16076.2001953125
1702,2522,16274.330078125
1703,2523,16321.7802734375
1704,2526,16303.58984375
1705,2527,16265.759765625
1706,2528,16371.2802734375
1707,2529,16473.359375
1708,2530,16417.8203125
1709,2533,16527.990234375
1710,2534,16637.779296875
1711,2535,16692.9296875
1712,2536,16829.19921875
1713,2537,16914.310546875
1714,2540,16962.109375
1715,2541,16776.880859375
1716,2542,17011.0390625
1717,2543,17047.830078125
1718,2544,17104.9609375
1719,2547,17092.890625
1720,2548,17169.189453125
1721,2549,17223.150390625
1722,2550,17224.810546875
1723,2551,17225.830078125
1724,2557,17353.669921875
1725,2558,17091.58984375
1726,2562,17237.76953125
1727,2563,16942.400390625
1728,2564,16838.169921875
1729,2565,17057.009765625
1730,2568,17209.919921875
1731,2569,17202.4609375
1732,2570,17261.349609375
1733,2571,17370.9296875
1734,2572,17310.439453125
1735,2575,17424.1796875
1736,2576,17408.5703125
1737,2577,17507.400390625
1738,2578,17458.30078125
1739,2579,17421.9296875
1740,2582,17470.4609375
1741,2583,17490.189453125
1742,2584,17383.419921875
1743,2585,17519.5
1744,2586,17547.109375
1745,2589,17344.80078125
1746,2590,17406.859375
1747,2591,17292.3203125
1748,2592,17292.48046875
1749,2593,17504.330078125
1750,2597,17621.44921875
1751,2598,17752.640625
1752,2599,17897.23046875
1753,2600,17875.650390625
1754,2603,17940.08984375
1755,2604,17939.119140625
1756,2605,17913.2109375
1757,2606,18108.7890625
1758,2607,18188.419921875
1759,2610,18215.349609375
1760,2611,18119.919921875
1761,2612,17604.119140625
1762,2613,17453.509765625
1763,2614,17217.9296875
1764,2617,16642.25
1765,2618,16844.5
1766,2619,16764.619140625
1767,2620,17090.310546875
1768,2621,17164.0390625
1769,2624,17292.390625
1770,2625,17178.83984375
1771,2626,16676.890625
1772,2627,16860.390625
1773,2628,16744.150390625
1774,2631,17009.55078125
1775,2632,17163.19921875
1776,2634,17419.19921875
1777,2635,17480.609375
1778,2638,17521.9609375
1779,2639,17365.05078125
1780,2640,17254.73046875
1781,2641,17263.939453125
1782,2642,17287.650390625
1783,2645,17028.41015625
1784,2646,17244.05078125
1785,2647,17544.08984375
1786,2648,17491.419921875
1787,2649,17484.779296875
1788,2652,17743.759765625
1789,2653,17664.689453125
1790,2654,17670.0703125
1791,2655,17540.419921875
1792,2656,17363.94921875
1793,2659,17628.30078125
1794,2660,17527.44921875
1795,2661,17667.330078125
1796,2662,17371.970703125
1797,2663,17452.619140625
1798,2666,17455.369140625
1799,2667,17451.76953125
1800,2668,17236.16015625
1801,2669,17429.169921875
1802,2670,17400.41015625
1803,2674,17274.98046875
1804,2675,17394.919921875
1805,2680,17669.830078125
1806,2681,17656.83984375
1807,2682,17748.119140625
1808,2683,17736.9609375
1809,2684,17553.720703125
1810,2687,17677.939453125
1811,2688,17512.98046875
1812,2689,17529.0
1813,2690,17498.599609375
1814,2691,17399.580078125
1815,2694,17556.869140625
1816,2695,17680.05078125
1817,2696,17705.119140625
1818,2697,17696.970703125
1819,2698,17481.2109375
1820,2701,17587.58984375
1821,2702,17672.560546875
1822,2703,17588.259765625
1823,2704,17875.75
1824,2705,17958.880859375
1825,2708,17973.419921875
1826,2709,18053.810546875
1827,2710,18040.9296875
1828,2711,18053.380859375
1829,2712,17779.08984375
1830,2715,17834.48046875
1831,2716,17760.91015625
1832,2717,17732.76953125
1833,2718,17842.2890625
1834,2719,17971.490234375
1835,2722,18149.51953125
1836,2723,18163.609375
1837,2724,18211.6796875
1838,2725,18240.30078125
1839,2726,18188.630859375
1840,2729,18087.48046875
1841,2730,18066.109375
1842,2731,17849.279296875
1843,2732,17932.26953125
1844,2733,18138.359375
1845,2736,18146.30078125
1846,2737,18149.900390625
1847,2738,18168.720703125
1848,2739,18221.48046875
1849,2740,18140.939453125
1850,2743,18261.98046875
1851,2744,18252.669921875
1852,2745,18049.509765625
1853,2746,17984.140625
1854,2747,18238.94921875
1855,2751,18217.26953125
1856,2752,18015.580078125
1857,2753,18116.5703125
1858,2754,18157.9296875
1859,2757,17963.640625
1860,2758,18002.029296875
1861,2759,17858.419921875
1862,2760,17702.08984375
1863,2761,17283.810546875
1864,2764,17289.30078125
1865,2765,17248.890625
1866,2766,16870.98046875
1867,2767,16984.109375
1868,2768,16979.859375
1869,2771,16914.4609375
1870,2772,16921.76953125
1871,2773,17029.279296875
1872,2774,17170.599609375
1873,2775,16764.08984375
1874,2778,16800.05078125
1875,2779,16844.609375
1876,2780,16475.609375
1877,2781,16148.490234375
1878,2782,15273.6796875
1879,2785,15732.48046875
1880,2786,15901.33984375
1881,2787,15900.6396484375
1882,2788,16316.3203125
1883,2789,16248.9697265625
1884,2792,16301.3896484375
1885,2793,16287.490234375
1886,2794,16012.830078125
1887,2795,16153.8203125
1888,2796,16569.08984375
1889,2799,16524.9296875
1890,2800,16420.470703125
1891,2801,16158.4501953125
1892,2802,16257.0
1893,2803,16122.16015625
1894,2806,15764.9697265625
1895,2807,15877.669921875
1896,2808,15797.599609375
1897,2809,15821.1904296875
1898,2810,16127.419921875
1899,2814,15801.7998046875
1900,2815,16381.5400390625
1901,2816,16413.7890625
1902,2817,16312.6103515625
1903,2821,16401.73046875
1904,2822,16435.740234375
1905,2823,16832.220703125
1906,2824,16785.689453125
1907,2827,16845.9609375
1908,2828,17046.779296875
1909,2829,17199.890625
1910,2830,17092.490234375
1911,2831,17065.0390625
1912,2835,17159.900390625
1913,2836,17177.890625
1914,2837,17458.98046875
1915,2838,17331.169921875
1916,2841,17358.150390625
1917,2842,17137.919921875
1918,2843,16955.310546875
1919,2844,17106.08984375
1920,2845,16814.369140625
1921,2848,16438.470703125
1922,2849,16450.580078125
1923,2850,16358.3896484375
1924,2851,16284.169921875
1925,2852,16505.630859375
1926,2855,16698.080078125
1927,2856,16651.009765625
1928,2857,16737.630859375
1929,2858,16870.400390625
1930,2859,16517.48046875
1931,2862,16268.919921875
1932,2863,16249.6298828125
1933,2864,16096.6796875
1934,2865,15771.5703125
1935,2866,15583.419921875
1936,2869,15197.08984375
1937,2870,15126.6298828125
1938,2871,15499.5595703125
1939,2872,15396.2998046875
1940,2873,15154.6103515625
1941,2876,15042.5595703125
1942,2877,15211.51953125
1943,2878,14837.66015625
1944,2879,14888.76953125
1945,2883,15135.2099609375
1946,2884,15222.849609375
1947,2885,15153.7802734375
1948,2886,15513.740234375
1949,2887,15680.669921875
1950,2890,15628.9697265625
1951,2891,15480.1904296875
1952,2892,15608.8798828125
1953,2893,15874.080078125
1954,2894,15956.3701171875
1955,2897,15924.3896484375
1956,2898,16044.7197265625
1957,2899,15932.259765625
1958,2900,15536.51953125
1959,2901,15514.509765625
1960,2904,15249.7900390625
1961,2905,15207.8603515625
1962,2906,15030.509765625
1963,2907,15031.599609375
1964,2908,15257.0
1965,2912,15552.58984375
1966,2913,15653.5400390625
1967,2914,15564.6904296875
1968,2915,15307.7802734375
1969,2922,14691.41015625
1970,2925,14500.5498046875
1971,2926,14528.669921875
1972,2927,14599.16015625
1973,2928,14388.1103515625
1974,2929,14110.7900390625
1975,2933,13972.6298828125
1976,2934,13504.509765625
1977,2935,13783.4501953125
1978,2936,13861.2900390625
1979,2939,13325.9404296875
1980,2940,12573.0498046875
1981,2941,12829.0595703125
1982,2942,13092.7802734375
1983,2943,13629.16015625
1984,2946,13087.91015625
1985,2947,13478.8603515625
1986,2948,13345.0302734375
1987,2949,13592.4697265625
1988,2950,13497.16015625
1989,2953,13859.7001953125
1990,2954,13745.5
1991,2955,13099.240234375
1992,2956,13207.150390625
1993,2957,13017.240234375
1994,2961,13021.9599609375
1995,2962,13068.2998046875
1996,2963,13626.4501953125
1997,2964,13622.5595703125
1998,2967,13635.400390625
1999,2968,13757.91015625
2000,2969,13310.3701171875
2001,2970,13688.2802734375
2002,2971,13500.4599609375
2003,2974,13914.5703125
2004,2975,13824.7197265625
2005,2976,14031.2998046875
2006,2977,13925.509765625
2007,2978,13603.01953125
2008,2981,12992.1796875
2009,2982,12992.2802734375
2010,2983,12972.0595703125
2011,2984,13215.419921875
2012,2985,12782.7998046875
2013,2988,12532.1298828125
2014,2989,12658.2802734375
2015,2990,12861.1298828125
2016,2991,12433.4404296875
2017,2992,12241.599609375
2018,2995,11787.509765625
2019,2996,11964.16015625
2020,2997,12260.4404296875
2021,2999,12482.5703125
2022,3002,12480.08984375
2023,3003,12745.2197265625
2024,3004,12706.6298828125
2025,3005,12604.580078125
2026,3006,12820.4697265625
2027,3009,12525.5400390625
2028,3010,12656.419921875
2029,3011,13189.3603515625
2030,3012,13389.900390625
2031,3013,13293.2197265625
2032,3016,13450.23046875
2033,3017,13250.4296875
2034,3018,13111.8896484375
2035,3019,12945.2998046875
2036,3020,13323.73046875
2037,3023,12917.509765625
2038,3024,12990.580078125
2039,3025,13146.1298828125
2040,3026,13398.2998046875
2041,3027,13476.4501953125
2042,3030,13696.5498046875
2043,3031,13547.8203125
2044,3032,13579.16015625
2045,3033,13540.8701171875
2046,3034,13863.4697265625
2047,3037,13894.3701171875
2048,3039,13849.990234375
2049,3040,13766.8603515625
2050,3041,14049.259765625
2051,3046,14102.48046875
2052,3047,13943.259765625
2053,3048,13655.33984375
2054,3051,13743.3603515625
2055,3052,13953.73046875
2056,3053,14118.5498046875
2057,3054,14251.740234375
2058,3055,14219.48046875
2059,3058,14269.6103515625
2060,3059,14160.08984375
2061,3060,13926.2998046875
2062,3061,13978.4599609375
2063,3062,14012.2001953125
2064,3065,13690.1904296875
2065,3066,13893.3095703125
2066,3067,13709.4404296875
2067,3068,14124.4697265625
2068,3069,14338.5400390625
2069,3072,14440.1396484375
2070,3073,14209.169921875
2071,3074,14435.5703125
2072,3075,14341.1201171875
2073,3076,14489.4404296875
2074,3079,14181.3798828125
2075,3080,14021.169921875
2076,3081,14183.48046875
2077,3082,13888.599609375
2078,3083,13973.73046875
2079,3086,14354.3701171875
2080,3087,14348.3701171875
2081,3088,14452.8203125
2082,3089,14130.169921875
2083,3090,13942.080078125
2084,3093,13857.4697265625
2085,3094,13849.5595703125
2086,3095,13829.919921875
2087,3096,13822.3203125
2088,3097,13544.3603515625
2089,3100,13481.3798828125
2090,3101,13463.2001953125
2091,3102,13286.3701171875
2092,3103,13265.400390625
2093,3104,13237.8896484375
2094,3107,13360.0400390625
2095,3108,13033.099609375
2096,3109,13052.1298828125
2097,3110,13067.2099609375
2098,3111,13039.6904296875
2099,3114,13010.16015625
2100,3115,12754.5595703125
2101,3116,12760.7998046875
2102,3117,12887.9501953125
2103,3118,12803.7001953125
2104,3122,13184.9599609375
2105,3123,13312.9296875
2106,3124,13603.3095703125
2107,3125,13334.759765625
2108,3128,13353.7802734375
2109,3129,13159.4501953125
2110,3130,13367.7900390625
2111,3131,13376.8095703125
2112,3132,13094.58984375
2113,3135,12933.1796875
2114,3136,12914.66015625
2115,3137,13254.8896484375
2116,3138,13124.990234375
2117,3139,13168.41015625
2118,3142,13430.91015625
2119,3143,13303.599609375
2120,3144,13023.0498046875
2121,3145,12956.7998046875
2122,3146,13019.41015625
2123,3149,13165.4501953125
2124,3150,12865.0498046875
2125,3151,12851.6904296875
2126,3152,12752.2099609375
2127,3153,12666.0400390625
2128,3156,12878.66015625
2129,3157,12778.7099609375
2130,3158,12752.9599609375
2131,3159,12768.25
2132,3160,13072.8701171875
2133,3163,12834.1796875
2134,3164,12609.4697265625
2135,3165,12689.58984375
2136,3166,12557.66015625
2137,3167,12212.23046875
2138,3170,12624.4599609375
2139,3171,12400.650390625
2140,3172,12346.6298828125
2141,3173,12102.5
2142,3174,12214.759765625
2143,3178,11609.7197265625
2144,3179,11749.7900390625
2145,3180,11489.2998046875
2146,3181,11920.8603515625
2147,3184,12090.58984375
2148,3186,12115.0302734375
2149,3187,12006.5302734375
2150,3188,11893.16015625
2151,3191,11743.6103515625
2152,3192,11259.8603515625
2153,3193,11368.259765625
2154,3194,11154.759765625
2155,3195,10938.1396484375
2156,3198,10473.08984375
2157,3199,10155.900390625
2158,3200,9203.3203125
2159,3201,9157.490234375
2160,3202,8276.4296875
2161,3206,9447.5703125
2162,3207,9547.4697265625
2163,3208,8458.4501953125
2164,3209,8693.8203125
2165,3212,9005.58984375
2166,3213,9306.25
2167,3214,8674.6904296875
2168,3215,8460.98046875
2169,3216,7649.080078125
2170,3219,7162.89990234375
2171,3220,7621.919921875
2172,3221,8211.900390625
2173,3222,9029.759765625
2174,3223,8576.98046875
2175,3227,9114.599609375
2176,3228,9521.240234375
2177,3229,8899.1396484375
2178,3230,8583.0
2179,3233,9081.4296875
2180,3234,8809.2998046875
2181,3235,8695.509765625
2182,3236,8238.6396484375
2183,3237,8462.3896484375
2184,3240,8522.580078125
2185,3241,8328.41015625
2186,3242,8273.2197265625
2187,3243,7703.0400390625
2188,3244,7910.7900390625
2189,3248,8323.9296875
2190,3249,8213.2197265625
2191,3250,8373.3896484375
2192,3251,8512.26953125
2193,3254,8397.2197265625
2194,3255,7863.68994140625
2195,3256,8004.10009765625
2196,3257,7924.240234375
2197,3258,7917.509765625
2198,3261,8329.0498046875
2199,3262,8395.8701171875
2200,3263,8660.240234375
2201,3264,8720.5498046875
2202,3265,8235.8701171875
2203,3268,8664.66015625
2204,3269,8568.01953125
2205,3270,8612.51953125
2206,3271,8667.23046875
2207,3272,8588.51953125
2208,3275,8723.7802734375
2209,3277,8517.099609375
2210,3278,8599.5
2211,3279,8739.51953125
2212,3282,8747.169921875
2213,3283,8859.5595703125
2214,3289,9043.1201171875
2215,3290,9080.83984375
2216,3291,9239.240234375
2217,3292,8876.419921875
2218,3293,8836.7998046875
2219,3297,8413.91015625
2220,3298,8438.4501953125
2221,3299,8023.31005859375
2222,3300,8230.150390625
2223,3303,8256.849609375
